id,city_id,name,historic,length
1,5,,false,0
2,6,,false,0
6,16,,false,0
7,10,,false,0
9,12,,false,0
11,17,,false,0
12,18,,false,0
14,20,,false,0
17,24,,false,0
18,25,,false,0
43,51,S-Bahn,false,0
26,33,,false,0
27,35,,false,0
28,36,,false,0
30,38,,false,0
32,40,,false,0
33,41,,false,0
34,42,,false,0
96,109,Metropolitan JSC,false,48397
36,44,,false,0
38,46,,false,0
39,47,,false,0
41,49,,false,0
42,50,,false,0
44,52,,false,0
45,53,,false,0
47,55,,false,0
49,57,,false,0
50,58,,false,0
52,60,,false,0
53,61,,false,0
54,62,,false,0
57,65,,false,0
59,68,,false,0
64,75,,false,0
65,76,,false,0
254,1,Subte,false,64585
71,83,,false,0
73,85,,false,0
77,90,,false,0
875,369,Shaoxing Metro,false,56072
81,93,,false,0
82,94,,false,0
85,97,,false,0
86,98,,false,0
88,100,,false,0
89,101,,false,0
121,128,,false,154763
98,112,,false,0
156,171,,false,17297
101,115,,false,0
103,117,,false,0
104,119,,false,0
107,122,,false,0
108,125,,false,0
109,138,,false,0
112,143,,false,0
144,159,,false,0
115,141,,false,0
116,142,,false,0
117,144,,false,0
118,135,,false,0
120,127,,false,0
122,129,,false,0
126,133,,false,0
128,136,,false,0
129,137,,false,0
131,146,,false,0
113,140,Niagara Frontier Transportation Authority,false,10402
135,150,,false,0
136,151,,false,0
139,154,,false,0
140,155,,false,0
141,156,,false,0
142,157,,false,0
143,158,,false,0
145,160,,false,0
146,161,,false,0
147,162,,false,0
148,163,,false,0
149,164,,false,0
150,165,,false,0
151,166,,false,0
152,167,,false,0
153,168,,false,0
154,169,,false,0
155,170,,false,0
99,113,Tehran Metro,false,285184
157,172,,false,0
84,96,Transperth Trains,false,0
158,173,METRORail,false,37928
159,174,,false,0
160,175,,false,0
161,176,,false,0
162,177,,false,0
163,178,,false,0
165,180,,false,0
166,181,,false,0
167,182,,false,0
168,183,,false,0
169,184,,false,0
170,185,,false,0
171,186,,false,0
365,111,Sydney Metro,false,0
114,123,Metrorrey,false,39206
21,28,Metroul din București,false,70971
1185,346,BurTram,true,2137
172,187,,false,0
173,188,,false,0
175,190,,false,0
1186,350,Kocaeli Metro,false,0
5,9,TCDD Taşımacılık,false,36305
1201,206,Brooklyn-Queens Connector,false,0
361,63,Express Rail Link (ERL),false,58967
176,191,,false,0
177,192,,false,0
179,194,,false,0
181,196,,false,0
182,197,,false,0
183,198,,false,0
185,200,,false,0
187,202,,false,0
188,203,,false,0
189,204,,false,0
192,207,,false,0
193,208,,false,0
8,11,Μετρό / Metro,false,90088
195,210,,false,0
921,77,Other,false,21674
199,214,,false,0
201,216,,false,0
203,218,,false,0
204,219,,false,0
206,221,,false,0
207,222,,false,0
209,224,,false,0
211,226,,false,0
214,229,,false,0
217,232,,false,0
219,234,,false,0
222,237,,false,0
223,238,,false,0
224,239,,false,0
225,240,,false,0
226,241,,false,0
227,242,,false,0
228,243,,false,0
229,244,,false,0
231,246,,false,0
233,248,,false,0
235,250,,false,0
236,251,,false,0
238,253,,false,0
1086,342,İETT,false,50165
123,130,People Mover Bus,false,0
280,19,S-Bahn,false,0
281,19,Tram,false,0
648,22,Thane Circular  Metro,false,0
55,63,RapidKL,false,203992
801,215,"Pittsburgh, Cincinnati, Chicago, and St. Louis Railroad",true,0
954,260,Metrobus,false,7502
650,22,Central Suburban Railway,false,58974
180,195,Metro Transit,false,188624
711,356,Korail,false,701608
319,21,SITP Provisional,false,0
321,21,Taxis compartidos,false,0
258,15,Beijing Subway,false,739043
330,21,SITP,false,0
345,267,City Bus,false,0
1117,87,Azienda Napoletana Mobilità,false,8359
379,82,S-Bahn,false,0
403,328,BHNS,false,0
1160,442,TramCamp,false,0
638,259,Ómnibus Microómnibus,false,0
645,259,Ómnibus Microómnibus 2,false,0
1202,485,Light rail,false,16052
1021,367,Fuzhou Metro,false,81646
655,340,SUGGESTED LINES FOR FUTURE,false,0
486,291,Tramway,false,0
737,56,Light Rail (MTR),false,0
640,91,Osaka Shiden,true,0
397,102,BRT Rio,false,0
242,257,Metro,false,17955
705,13,Bangkok BRT,false,15214
1000,410,Kanpur Metro,false,8049
704,354,Bus,false,0
461,126,Ruta-Empresa,false,0
19,26,Citylines East,false,0
796,71,Metro Ligero,false,15585
186,201,Tennesee Regional Transportation Authority,false,50368
212,227,MetroLink,false,72952
234,249,SkyTrain,false,77641
69,81,Moscow Metro,false,491425
358,236,Sounder,false,131628
194,209,Oklahoma City Streetcar,false,8097
164,179,Kansas City Streetcar Authority,false,3646
970,43,Tram,true,0
198,213,Valley Metro Rail,false,50203
968,247,Toronto Railway Company,true,7290
1034,29,MÁV-HÉV Zrt. - BHÉV,false,96914
178,193,Metrorail,false,39878
700,106,Metrohidroviário,false,0
1020,368,Guiyang Metro,false,73857
866,32,Foshan Metro,false,80892
867,32,Guangzhou BRT,false,22125
25,32,Guangzhou Metro,false,571517
218,233,Tren Urbano,false,16506
876,114,Yagan-tetsudo Railway,false,0
377,114,Chichibu Railway  秩父鉄道,false,71903
24,31,Kolkata Metro,false,46996
906,69,Preserved Railway,false,21989
696,73,Pasig River Ferry,false,24268
341,74,Tramway de Marseille,false,24835
67,79,Metro,false,91050
61,72,Manchester Metrolink,false,6248
1023,363,Changsha Metro,false,188310
1095,268,D-Bus,false,0
1022,366,Dongguan Rail Transit,false,36719
907,77,Victorian Railways,true,40763
66,77,Metro Trains Melbourne,false,409897
1100,404,Cercanías AM,false,0
983,409,Namma Metro,false,55306
40,48,Glasgow Subway,false,10531
267,4,Metro de Santiago,false,132786
478,4,Tranvías Suburbanos,true,7440
4,8,Metro,false,41601
110,139,MBTA Subway,false,109506
200,215,Port Authority of Alleghany County,false,61671
777,215,Troy Hill Incline Plane Company,true,0
776,215,Fort Pitt Incline Plane Company,true,0
775,215,Clifton Avenue Incline Plane Company,true,0
773,215,St. Clair Incline Plane Company,true,0
999,411,Ahmedabad Metro,false,5318
742,56,Star Ferry,false,2548
13,19,U-Bahn,false,1231
16,23,Tramway de Bordeaux,false,124045
20,27,Metro,false,37238
681,22,Metro Depot,false,0
58,67,Metro,false,39580
31,39,BRT- SoloBus,false,5328
736,56,Trams,false,18492
60,70,Métro de Lyon,false,32012
685,22,High Speed Bullet Train,false,3003
70,82,U-Bahn,false,8627
76,89,Metro,false,87747
552,91,Nose Electric Railway,false,14810
119,34,,false,9939
48,56,MTR,false,248393
78,91,JR West,false,1074194
861,54,Hyvinkää-Karkkila Railway,true,0
1195,152,Denison & Sherman Railway,true,0
767,231,Southern Pacific Railway,true,91345
766,231,Sutter Street Railway,true,8140
757,231,BART,false,200286
759,231,Other,true,0
758,231,Other Cable Cars,true,1467
760,231,Market Streeet Railway (Streetcars),true,15260
768,231,MUNI Defunct Lines,true,2358
1196,152,Texas Traction Company,true,0
537,124,Trolebuses,false,9683
756,124,Metro Regional,true,43005
1179,310,Bus FAST ,false,118892
269,79,Ferrovie Suburbane,false,423343
213,228,Utah Transit Authority,false,227386
869,32,Foshan Tram,false,6540
982,381,Shenzhen Metro,false,539407
873,364,Chengdu BRT,false,42169
87,99,Metro,false,82061
90,102,Turísticos,false,5063
416,1,Metrobus,false,123327
1116,87,Ferrovie metropolitane,false,216413
79,86,Nanjing Metro,false,492062
780,71,Cercanías,false,339005
392,14,Tram,false,33696
22,29,Budapest Metro,false,37296
1107,199,Exo,false,0
967,247,Toronto Civic Railways,true,8050
1113,189,LACMTA Metro Bus,false,1711025
62,73,Manila Light Rail Transit System,false,35811
302,95,Funiculaire,false,107
301,95,TZen,false,0
92,104,Metrô,false,27043
1080,418,Hefei Metro,false,144523
336,268,Euskotren,false,40309
102,116,Sistema Ferroviario Metropolitano Regionale,false,53524
337,268,Renfe,false,31042
245,260,MetroTranvía,false,17153
806,362,Changchun Subway,false,2299
124,131,Metropolitan Atlanta Rapid Transit Authority (MARTA),false,83668
130,145,CATS,false,32247
63,74,Métro de Marseille,false,43288
133,148,Cincinnati Subway,false,31236
10,13,Airport Rail Link,false,28581
1088,30,Cairo Monorail,false,57609
1027,345,İzmir Metro,false,57778
306,114,Keikyu,false,87129
29,37,Chongqing Rail Transit,false,512307
105,120,Metro Warszawskie Sp. z.o.o.,false,39888
1187,331,Métro,false,0
132,147,CTA,false,168680
679,59,Soetta APMS,false,3046
849,69,(NR) North London Railway,true,27387
191,206,MTA NYC Subway,false,372753
1199,206,IRT,true,115408
998,412,Daegu Metro,false,83045
208,223,Greater Richmond Transit Company,false,12123
210,225,Sacramento RT,false,70512
220,235,Savannah DOT,false,1866
986,88,Noida Metro,false,27981
230,245,Hillsborough Area Regional Transit (HART),false,4219
240,255,Winnipeg Transit - MBMetroRail,false,203519
1118,438,Metro de Palma,false,15628
248,78,Sistema de Transporte Colectivo (STC),false,205066
250,66,,false,34850
184,199,STM - Montreal Metro,false,65665
253,21,Transmilenio,false,114205
1184,252,Pennsylvania Railroad,true,77359
190,205,New Orleans Regional Transit Authority,false,135152
839,215,Norwood Incline,true,0
791,215,West Penn Railways,true,0
264,78,Metrobús,false,144333
265,78,Servicio de Transportes Eléctricos de CDMX (STE),false,12591
266,78,Ferrocarriles Suburbanos,false,25784
1039,230,North County Transit District,false,101416
272,78,Secretaría de Comunicaciones y Transportes (SCT),false,58532
273,262,Metro,false,7081
286,263,Straßenbahn Graz,false,11290
1099,404,Cercanías,false,0
289,265,Tramway,false,83225
290,264,Tranvía de Zaragoza,false,18789
291,264,Cercanías Renfe,false,16419
292,266,STAR,false,44363
294,267,Tram,false,47447
295,266,Tramways Électriques Rennais (TER),false,915
326,265,Busway,false,14753
328,265, Navettes fluviales,false,3394
331,21,TransmiCable,false,3216
332,21,Tren de la Sabana,false,30310
333,89,National Rail,false,65095
317,67,Comboios de Portugal,false,102840
244,259,Tranvía,true,0
1096,395,Tranvías de Málaga,true,0
493,124,Ascensores (Funiculares),false,834
216,231,MUNI,false,57672
202,217,TriMet,false,123554
1024,363,Changsha Maglev Express,false,18500
1093,395,Metro,false,11489
841,54,Commuter rail,false,26493
256,261,Biotrén,false,66721
1114,189,LADOT Bus,false,0
315,126,Macrobús,false,15533
342,70,Tramway,false,63673
343,70,Funiculaire,false,1240
327,265,Ancien tramway,false,0
329,265,Chronobus,false,0
463,331,Tramway,false,25978
137,152,DART Light Rail,false,125278
348,23,Navette fluviale,false,5918
353,99,Bus,false,11292
356,70,Tram-Train,false,36551
46,54,Helsinki Metro,false,41641
963,247,Union Pearson Express ,false,24583
221,236,Link Light Rail,false,43211
378,27,Tram,false,105595
97,111,Sydney Trains,false,333610
366,111,Sydney Light Rail,false,21391
138,153,Regional Transportation District,false,174092
847,51,Metro,false,0
243,258,Metro Bilbao,false,50303
287,258,Tranvía,false,8113
848,51,AKN,false,0
387,310,TEOR,false,50201
303,95,Navettes fluviales,false,0
298,95,Transilien,false,0
380,82,Tram,false,160158
381,307,Tram,false,29841
383,275,Tramway,false,24251
384,293,Tramway,false,28256
385,293,Téléphérique,false,421
1180,310,LISOR,true,0
388,280,Tramway,false,30613
389,286,Tram,false,86718
390,286,Téléphérique,false,634
402,328,Tram,false,46159
404,324,Tram,false,17665
908,77,V/Line Victoria,false,707723
874,369,Hangzhou Metro,false,492861
95,108,SMRT Trains,false,172866
346,74,Liaisons maritimes,false,25928
1158,74,Tramway de Marseille,true,5237
350,114,Yokohama Seaside Line,false,10703
351,114,Yokohama Minatomirai Railway Company,false,4259
251,118,Wiener Linien,false,82670
497,206,NJT Newark Light Rail,false,10538
360,63,KTM Komuter,false,263346
354,77,Yarra Trams,false,68228
1166,220,Go+ Raleigh,false,0
205,220,Raleigh Street Railway Co.,true,0
215,230,San Diego Trolley,false,100669
774,215,Nunnery Hill Incline Plane Company,true,0
739,56,KCR,true,76123
393,102,VLT Carioca,false,13791
268,4,Metrotrén Segunda Etapa,false,0
1177,103,Tram,false,0
630,323,Lanka Bus Group,false,0
751,4,Trenes Populares FFCC del E ,true,0
394,102,Metrô Rio,false,52995
652,340,Underconstruction,false,0
653,340,DPR IN PROGRESS,false,0
654,340,FUTURE LINES,false,0
656,340,LRT PROPOSED,false,0
657,340,ART (PEOPLE MOVER),false,0
465,305,Tramway,false,38110
466,317,Tramway,false,48434
467,314,Tramway,false,11337
468,265,Tram-train,false,120624
469,300,Tramway,false,98621
471,325,Métro,false,11935
472,325,Tramway,false,32772
473,327,Métro,false,45562
474,283,Tramway,false,28824
484,327,Tramway,false,36958
485,327,AMITRAM,false,2826
487,294,Tramway,false,35483
491,318,TVR,false,17481
492,308,Tramway,false,40694
962,247,Metrolinx,false,0
35,43,Luas,false,44131
364,247,GO Transit,false,505586
1092,336,TRAM,false,2907
91,103,Metro,false,60856
635,259,Autobus,true,0
646,259,Tranvías Caballo,true,0
840,261,Tranvías Eléctricos,true,3943
369,91,Osaka Metro,false,137064
370,91,Hankyu,false,139018
371,91,Hanshin,false,48174
372,91,Keihan,false,90696
373,91,Nankai,false,153829
892,11,Σιδηρόδρομοι πριν το 1971 / Railways before 1971,true,92546
282,107,Other,false,131921
588,64,Teleférico,false,30977
1194,152,Northern Texas Traction Company,true,0
988,384,Tianjin Metro,false,250304
987,379,Qingdao Metro,false,310409
271,103,Ferrovie Urbane,false,90871
260,14,FGC,false,151914
642,338,Metrobus,false,6312
643,338,Tren del Valle,false,5918
658,340,SUBURBAN RAILWAY,false,63975
661,339,Metro,false,21510
75,88,Delhi Metro,false,341577
985,88,Rapid Metro Gurgaon,false,11632
395,102,SuperVia,false,79954
338,1,Trenes Metropolitanos,false,982456
488,256,Metro,false,171716
489,256,Tramvia,false,32784
707,356,Seoul Metropolitan Subway,false,667830
357,236,RapidRide,false,0
288,258,Euskotren Trena,true,0
300,95,Grand Paris Express,false,0
296,95,Tramway d'Île-de-France,false,199431
299,95,Dessertes aéroportuaires,false,11367
1087,30,LRT,false,66631
728,361,Tegal Subway,false,62630
880,386,Other,false,60205
878,386,Wuhan Metro,false,428607
625,48,Suburban Lines,false,153078
396,102,CCR Barcas,false,13601
74,87,Metropolitana di Napoli,false,20480
800,215,West Shore Electric Street Railway,true,0
792,215,Pittsburgh & Lake Erie Railroad,true,0
735,357,SRT,false,0
686,352,Hampton Roads Transit,false,11803
1025,348,Adana Metro,false,12870
1081,420,Suzhou Rail Transit,false,209286
984,409,Suburban Rail,false,0
727,260,Trolebus,false,83652
1191,147,Metra,false,454244
174,189,LA Metro Rail,false,182427
464,331,Funiculaire,false,307
919,59,BETM - Batavia Eleketrische Tram Maatschappij,true,4673
743,358,Taipei Metro,false,147317
692,108,KTM Intercity,false,2301
407,108,SBS Transit,false,79601
966,114,Hakone Tozan Railway 箱根登山鉄道 ,false,0
703,354,Tram,false,134979
706,27,Tram CHRONO,false,46225
239,254,Tidewater Power Company,true,0
709,27,S-Train,false,357096
276,4,FFCC del E,true,0
713,27,Bus,false,8156
714,354,Metro [RET],false,101307
717,360,BRT,false,6159
718,360,Tren Urbano,false,3780
719,259,Metrobus,false,1703
720,39,Tren de las Sierras,false,57189
721,39,Tren Regional,false,141684
722,335,Tren Universitario,false,4480
724,259,Trolebus,false,50655
725,357,Busan Metro,false,116248
726,39,Trolebus,false,58781
754,4,Tranvías Eléctricos (CET&L - ENT - ETCE),true,7440
732,357,Korail,false,57551
733,357,B&G Metro,false,22590
734,357,KTX,false,51900
683,8,Tram,false,0
494,4,BRT,false,81350
285,263,Elektrische Kleinbahn Graz-Mariatrost,true,0
629,45,National Rail,false,8184
374,91,Kintetsu,false,326167
540,91,Mizuma Railway,false,5534
1120,11,Ηλεκτρικό Τραμ (1435mm) / Electric Tram (1435mm),true,0
731,359,Macau Light Rapid Transit,false,8239
501,261,Corredor Bus,false,16319
871,364,Chengdu Metro,false,511824
359,236,Monorail,false,1533
772,215,Pittsburgh Railways,true,20192
1041,152,TEXRail,false,42194
1178,71,FFCC Vía Ancha,false,138992
386,310,Tramway (Métro officiellement),false,29797
747,14,Gran Metropolità de Barcelona,true,1600
626,48,Glasgow to Edinburgh Lines,false,128917
627,48,North of Scotland Lines,false,64960
628,48,Ayrshire & Inverclyde Lines,false,12297
631,48,Intercity Lines,false,20977
362,231,Caltrain,false,75393
804,45,Edinburgh Trams,false,13813
803,344,Bybanen,false,19803
761,231,Market Street Cable Car,true,0
762,231,Ferries and Cliff House Railway,true,6820
881,86,Trams,false,16784
763,231,Omnibus Railroad & Cable Company,true,368
1097,257,Metrocentro,false,2228
1098,257,Cercanías,false,218830
972,341,Doha Metro,false,73495
973,341,Education City Tram,false,5051
1135,461,Bhoj Metro,false,0
1134,460,Ho Chi Minh City Metro,false,0
1101,7,Réseau ferré de la banlieue d'Alger,false,55848
83,95,Métro de Paris,false,240773
297,95,RER,false,0
960,247,MiWay,false,9772
782,84,JR Central,false,298911
541,91,Semboku Rapid Railway,false,14284
542,91,Kyoto Municipal Subway,false,31496
543,91,Eizan Electric Railway,false,14318
544,91,Osaka Monorail,false,28013
545,91,Kita-Osaka Kyuko Railway,false,8381
1084,424,Lahore Metrobus,false,25863
546,91,Kobe Municipal Subway,false,38485
548,91,Sanyo Electric Railway,false,54729
549,91,Kobe New Transit,false,15295
550,91,Kobe Electric Railway,false,69570
551,91,JR Central,false,107008
554,91,Wakayama Electric Railway,false,14381
587,91,Iga Railway,false,16618
589,91,Hankai Tramway,false,18393
632,91,Keifuku Electric Railroad,false,10952
633,91,Ohmi Railway,false,59542
634,91,Shigaraki Kogen Railway,false,14750
859,69,"(NR) London, Tilbury and Southend Railway",false,138920
553,91,Hokushin Kyuko Electric Railway,true,7775
94,106,Metroferroviário,false,371776
232,247,Toronto Transit Commission Subway,false,95846
769,124,Tranvías a Caballo,true,2762
1036,189,LA Metro Busway,false,77461
715,13,SRT,false,38304
275,106,Turismo,false,163413
865,114,Hitachinaka Seaside Railway  ひたちなか海浜鉄道,false,0
694,73,PNR,false,62246
786,195,Minnesota Valley Transit Authority,false,15836
1189,206,PATH,false,21644
499,206,MTA Staten Island Railroad,false,23195
770,124,FFCC del E,true,43005
111,124,Metro Valparaíso,false,43005
753,124,Tranvías Eléctricos,true,9960
765,4,Tranvías a Caballo (Otros),true,0
752,4,Metrotrén Primera Etapa,true,0
423,139,CapeFLYER,false,0
502,139,Boston & Albany Railroad,true,13329
538,139,New Haven Railroad,true,41196
535,139,Boston Elevated Railway,true,2035
422,139,MBTA Commuter Rail,false,523061
539,139,Boston & Maine Railroad,true,271985
1176,252,Virginia Railway Express,false,549
989,11,Ατμοκίνητο Τραμ / Steam Tram,true,0
